"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_613602689363","Koi Groeien niet? Check Eerst het Voer en Voedingsschema","https://vijvercentrum.nl/blogs/voeding-voer/koi-groeien-niet-check-eerst-het-voer-en-voedingsschema","Koi groeien niet? Ontdek hoe je met het juiste voer, voedingsschema en watertemperatuur de groei van je koi verbetert. Praktische tips per seizoen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/young-koi-fish-swimming-in-clear-pond-water-with-floating-pellet-food-koi-feeding-time-variety-of-koi-sizes-showing-growth-stages-dutch-garden-with-buxus-hedges-photorealistic-no-peop.png?v=1774534620","Voeding & Voer","voeding voer","2025-07-12T12:54:00Z","article"
"article_613607407955","Vergunning voor een Koivijver: Wanneer Heb Je Toestemming Nodig?","https://vijvercentrum.nl/blogs/vijver-aanleggen/vergunning-voor-een-koivijver-wanneer-heb-je-toestemming-nodig","Heb je een vergunning nodig voor een koivijver? Ontdek de regels voor Nederland en Vlaanderen, vrijstellingen en een handige checklist voor je start.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/grote-design-koi-vijver-japanse-tuin-in-nederland.png?v=1773604580","Vijver Aanleggen","vijver aanleggen","2025-07-11T06:29:00Z","article"
"article_613602951507","Treats voor Koi: Sinaasappels, Watermeloen en Andere Gezonde Snacks","https://vijvercentrum.nl/blogs/voeding-voer/treats-voor-koi-sinaasappels-watermeloen-en-andere-gezonde-snacks","Welke treats mag je koi geven? Ontdek welke snacks gezond zijn, hoeveel je mag voeren per seizoen en welke fouten je moet vermijden.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/colorful-koi-fish-eating-watermelon-and-orange-slices-floating-on-pond-surface-healthy-fruit-treats-for-koi-clear-water-dutch-garden-with-buxus-hedges-photorealistic-no-people-no-text.png?v=1774534263","Voeding & Voer","voeding voer","2025-07-09T06:12:00Z","article"
"article_613602623827","Voeren bij Wisselende Temperaturen: De Complete Voerschema-gids","https://vijvercentrum.nl/blogs/voeding-voer/voeren-bij-wisselende-temperaturen-de-complete-voerschema-gids","Leer precies wanneer en hoeveel je vijvervissen voert bij elke watertemperatuur. Compleet voerschema per seizoen met praktische tips van vijverspecialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/pond-thermometer-floating-in-koi-pond-water-showing-temperature-koi-fish-visible-below-surface-seasonal-feeding-concept-autumn-leaves-on-water-dutch-garden-with-buxus-hedges-photoreal.png?v=1774535109","Voeding & Voer","voeding voer","2025-07-05T10:09:00Z","article"
"article_613602492755","Eiwitgehalte in Koivoer: Hoeveel Heeft Je Koi per Seizoen Nodig?","https://vijvercentrum.nl/blogs/voeding-voer/eiwitgehalte-in-koivoer-hoeveel-heeft-je-koi-per-seizoen-nodig","Ontdek hoeveel eiwit je koi per seizoen nodig heeft. Van wheatgerm in de winter tot groeivoer in de zomer: compleet voerschema met praktische tips.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/various-types-of-koi-food-pellets-and-sticks-arranged-on-a-natural-stone-surface-next-to-a-garden-pond-different-sizes-and-colors-showing-protein-rich-feed-dutch-garden-setting-photor.png?v=1774535709","Voeding & Voer","voeding voer","2025-07-02T12:45:00Z","article"
"article_613607375187","Koivijver Kostenraming: Wat Kost een Vijver van 10.000, 20.000 en 50.000 Liter?","https://vijvercentrum.nl/blogs/vijver-aanleggen/koivijver-kostenraming-wat-kost-een-vijver-van-10000-20000-en-50000-liter","Wat kost een koivijver van 10.000, 20.000 of 50.000 liter? Realistische kostenraming 2026 met materiaal-, filter- en aanlegkosten per grootte.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/wat-kost-een-koivijver-sfeerfoto-van-mooie-koivijver-in-nederland-design.png?v=1773604500","Vijver Aanleggen","vijver aanleggen","2025-07-02T07:22:00Z","article"
"article_613602427219","Wheat Germ Koivoer: Waarom het Onmisbaar is in Voor- en Najaar","https://vijvercentrum.nl/blogs/voeding-voer/wheat-germ-koivoer-waarom-het-onmisbaar-is-in-voor-en-najaar","Wheat germ koivoer beschermt je koi bij watertemperaturen onder 18°C. Leer het juiste voerschema, hoeveelheden en vermijd veelgemaakte fouten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-pond-in-autumn-with-fallen-leaves-on-water-surface-koi-fish-swimming-slowly-in-cool-water-wheat-germ-pellets-floating-dutch-garden-with-buxus-hedges-photorealistic-no-people-no-te.png?v=1774536258","Voeding & Voer","voeding voer","2025-06-28T14:23:00Z","article"
"article_613602394451","Zelfgemaakt Koivoer: Recepten en Waarschuwingen","https://vijvercentrum.nl/blogs/voeding-voer/zelfgemaakt-koivoer-recepten-en-waarschuwingen","Maak zelf koivoer met onze bewezen recepten. Leer welke ingrediënten je koi nodig heeft, welke fouten je moet vermijden en hoe je per seizoen voert.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/fresh-natural-ingredients-for-homemade-koi-food-on-wooden-cutting-board-shrimp-vegetables-spirulina-powder-garlic-next-to-a-garden-pond-edge-dutch-garden-setting-photorealistic-no-peo.png?v=1774536637","Voeding & Voer","voeding voer","2025-06-24T10:11:00Z","article"
"article_613607342419","Vogels bij de Vijver: Van Reiger tot IJsvogel — Vriend of Vijand?","https://vijvercentrum.nl/blogs/vijveronderhoud/vogels-bij-de-vijver-van-reiger-tot-ijsvogel-vriend-of-vijand","Bescherm je koi tegen reigers en ijsvogels. Bewezen verjaagmethoden, vijverinrichting en seizoenstips van vijverspecialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-vijver-nederlandse-achtertuin-met-last-van-vogels.png?v=1773668637","Vijveronderhoud","vijveronderhoud","2025-06-24T07:05:00Z","article"
"article_613602459987","Koivoer Bewaren: Zo Blijft het Vers en Voedzaam","https://vijvercentrum.nl/blogs/voeding-voer/koivoer-bewaren-zo-blijft-het-vers-en-voedzaam","Houd je koivoer vers en voedzaam met deze bewaar­tips. Ontdek de juiste emmers, temperatuur en seizoenstips voor gezonde koi.","","Voeding & Voer","voeding voer","2025-06-21T08:25:00Z","article"
"article_613602361683","Hoeveel Voer Heeft een Koi Nodig? De 2-Minutenregel Uitgelegd","https://vijvercentrum.nl/blogs/voeding-voer/hoeveel-voer-heeft-een-koi-nodig-de-2-minutenregel-uitgelegd","Leer hoeveel voer jouw koi nodig hebben met de 2-minutenregel. Praktisch voerschema per watertemperatuur, seizoen en visgewicht.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-fish-eagerly-eating-floating-pellets-at-the-surface-of-a-clear-garden-pond-close-up-view-of-feeding-time-small-portion-of-food-on-water-dutch-garden-with-buxus-hedges-photorealist.png?v=1774536872","Voeding & Voer","voeding voer","2025-06-17T07:37:00Z","article"
"article_613607309651","Onkruid en Begroeiing rond de Vijver: Slim Beheren zonder Gif","https://vijvercentrum.nl/blogs/vijveronderhoud/onkruid-en-begroeiing-rond-de-vijver-slim-beheren-zonder-gif","Onkruid rond je vijver bestrijden zonder gif? Ontdek 4 bewezen methoden: kokend water, mulchen, schoffelen en bodembedekkers. Veilig voor koi en vijverwater.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/onkruid-langs-de-vijver-met-koi.png?v=1773668469","Vijveronderhoud","vijveronderhoud","2025-06-16T13:49:00Z","article"
"article_613602328915","Kleurvoer voor Koi: Hoe Spirulina en Astaxanthine Echt Werken","https://vijvercentrum.nl/blogs/voeding-voer/kleurvoer-voor-koi-hoe-spirulina-en-astaxanthine-echt-werken","Ontdek hoe spirulina en astaxanthine de kleuren van je koi versterken. Praktische tips over dosering, seizoen en waterkwaliteit voor het beste resultaat.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vibrant-colorful-koi-fish-with-bright-red-orange-and-white-patterns-swimming-in-crystal-clear-pond-water-showing-enhanced-colors-from-spirulina-diet-dutch-garden-pond-photorealistic-n.png?v=1774537107","Voeding & Voer","voeding voer","2025-06-14T13:02:00Z","article"
"article_613531713875","Koivijver en hitte: voorkom zuurstoftekort en stress bij zeer warme zomerdagen","https://vijvercentrum.nl/blogs/seizoenstips/koivijver-en-hitte-voorkom-zuurstoftekort-en-stress-bij-zeer-warme-zomerdagen","Koivijver en hitte gaan helaas niet altijd goed samen. Sterker nog, terwijl wij genieten van zomerse warmte, vormen hoge temperaturen een serieuze uitdaging voor de gezondheid van jouw kostbare Koi. Vooral Japanse Koi zijn kwetsbaar voor zuurstoftekort koi zomer, ammoniakstress en verhoogde ziektegevoeligheid tijdens hittegolven. Dit uitgebreide artikel laat zien waarom vijver beluchten bij warm weer absoluut cruciaal is, hoe je zuurstofproblemen vroegtijdig herkent, en biedt praktische, bewezen oplossingen van de specialisten van A2KOI. Bovendien versterken we het artikel met concrete advieze","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koivijver-en-hitte-voorkom-zuurstoftekort-en-stress-bij-zeer-warme-zomerdagen.webp?v=1772304126","Seizoenstips","Ammoniak/Beluchting/Gezonde koi/Koi/koi zomer/koivijver/pH/Stress/vijverwater/waterkwaliteit/Waterkwaliteit &amp; Filtratie/zuurstoftekort/zuurstoftekort koi","2025-06-10T12:53:45Z","article"
"article_613602165075","Sinkend vs. Drijvend Koivoer: Wanneer Gebruik Je Wat?","https://vijvercentrum.nl/blogs/voeding-voer/sinkend-vs-drijvend-koivoer-wanneer-gebruik-je-wat","Leer wanneer je zinkend of drijvend koivoer kiest. Praktische tips per seizoen, juiste hoeveelheden en de 5 meest gemaakte fouten bij koi voeren.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/colorful-koi-fish-eating-floating-pellets-on-clear-pond-water-surface-some-pellets-sinking-below-dutch-garden-with-buxus-hedges-in-background-natural-daylight-photorealistic.png?v=1776948920","Voeding & Voer","voeding voer","2025-06-10T07:24:00Z","article"
"article_613607276883","Moerasfilter Aanleggen en Onderhouden: Natuurlijke Waterzuivering","https://vijvercentrum.nl/blogs/vijveronderhoud/moerasfilter-aanleggen-en-onderhouden-natuurlijke-waterzuivering","Leer hoe je een moerasfilter aanlegt voor natuurlijke vijverzuivering. Stapsgewijs: substraat, planten, onderhoud en veelgemaakte fouten vermijden.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/nederlandse-achtertuin-met-koivijver.png?v=1773668203","Vijveronderhoud","vijveronderhoud","2025-06-08T13:09:00Z","article"
"article_613602197843","Koivoer Vergelijken: Waar Moet Je op Letten bij de Ingredientenlijst?","https://vijvercentrum.nl/blogs/voeding-voer/koivoer-vergelijken-waar-moet-je-op-letten-bij-de-ingredientenlijst","Leer de ingrediëntenlijst van koivoer lezen. Ontdek welk eiwitgehalte, vetpercentage en toevoegingen het beste zijn voor gezonde koi en helder water.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/multiple-bags-of-premium-koi-food-pellets-in-different-colors-and-sizes-lined-up-on-a-wooden-shelf-ingredient-labels-visible-dutch-garden-pond-with-koi-in-background-buxus-hedges-phot.png?v=1776948738","Voeding & Voer","voeding voer","2025-06-06T13:53:00Z","article"
"article_613607211347","Katten en de Koivijver: Bescherming zonder de Tuin te Ontsieren","https://vijvercentrum.nl/blogs/vijveronderhoud/katten-en-de-koivijver-bescherming-zonder-de-tuin-te-ontsieren","Bescherm je koivijver tegen katten met onzichtbare netten, sensoren en slimme beplanting. Praktische tips die werken zonder je tuin te ontsieren.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/make-it-look-like-a-dutch-garden-flat-landscape-neat-hedges-brick-path-structured-planting-no-bamboo-typical-netherlands-garden-aesthetic.png?v=1774098873","Vijveronderhoud","vijveronderhoud","2025-05-23T13:52:00Z","article"
"article_613602066771","Koi na de Winter Gezond Houden: Het 6-Stappenplan voor het Voorjaar","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-na-de-winter-gezond-houden-het-6-stappenplan-voor-het-voorjaar","Help je koi veilig door het voorjaar met dit 6-stappenplan: van waterwaarden testen en filter opstarten tot voeding en ziekteherkenning.","","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-23T09:59:00Z","article"
"article_613602099539","Costiasis bij Koi: De Onzichtbare Parasiet die Je Moet Kennen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/costiasis-bij-koi-de-onzichtbare-parasiet-die-je-moet-kennen","Costiasis bij koi herkennen en behandelen. Leer de symptomen, diagnose met microscoop en preventie van deze gevaarlijke winterparasiet in je koivijver.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/underwater-photo-of-a-pale-koi-fish-with-a-grayish-slimy-coating-on-its-skin-swimming-lethargically-near-the-surface-of-a-garden-pond-water-slightly-cloudy-green-aquatic-plants-in-bac.png?v=1774106901","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-19T11:39:00Z","article"
"article_613602034003","Gezwollen Buik bij Koi: Dropsie Herkennen en Behandelen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/gezwollen-buik-bij-koi-dropsie-herkennen-en-behandelen","Dropsie bij koi herkennen aan gezwollen buik en dennenappelschubben. Leer de oorzaken, behandeling met zout en medicatie, en 5 tips om buikwaterzucht te voorkomen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-koi-fish-swimming-in-a-pond-showing-visible-signs-of-dropsy-disease-severely-bloated-swollen-belly-raised-pinecone-like-scales-standing-outward-from-the-body-the-sick-koi-looking-le.png?v=1774368687","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-16T14:57:00Z","article"
"article_613607178579","Vijver en Bomen: Wortelproblemen Voorkomen en Oplossen","https://vijvercentrum.nl/blogs/vijveronderhoud/vijver-en-bomen-wortelproblemen-voorkomen-en-oplossen","Voorkom wortelschade aan je vijverfolie. Leer welke bomen veilig zijn, hoe je een wortelbarrière plaatst en hoe je bladval beheert.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-vijver-bomen-nederlandse-tuin.png?v=1773668120","Vijveronderhoud","vijveronderhoud","2025-05-15T07:23:00Z","article"
"article_613602001235","Koi Schuren tegen de Wand: Wat Betekent Het en Wat Doe Je Eraan?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-schuren-tegen-de-wand-wat-betekent-het-en-wat-doe-je-eraan","Koi schuren tegen de wand? Ontdek de oorzaken (parasieten, waterkwaliteit), herken symptomen en leer wat je direct moet doen met ons stap-voor-stap actieplan.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/single-koi-fish-swimming-close-to-stone-wall-of-a-pond-clear-water-showing-scales-and-fins-natural-pond-with-buxus-hedges-top-down-view-photorealistic.png?v=1776949589","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-12T08:13:00Z","article"
"article_613601968467","Vinrot bij Koi: Vroeg Herkennen en Succesvol Behandelen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/vinrot-bij-koi-vroeg-herkennen-en-succesvol-behandelen","Vinrot bij koi herkennen en behandelen: symptomen per stadium, stapsgewijs behandelplan met doseringen en praktische preventietips voor een gezonde vijver.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-koi-fish-swimming-in-a-pond-showing-visible-signs-of-fin-rot-disease-frayed-and-ragged-tail-fin-edges-with-white-discoloration-and-reddish-inflammation-the-affected-fins-looking-tor.png?v=1774367220","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-08T09:35:00Z","article"
"article_613607145811","Oeverplanten voor de Koivijver: De 15 Beste Soorten per Standplaats","https://vijvercentrum.nl/blogs/vijveronderhoud/oeverplanten-voor-de-koivijver-de-15-beste-soorten-per-standplaats","Ontdek de 15 beste oeverplanten voor je koivijver per standplaats. Van gele lis tot watermunt: zuiverende, winterharde soorten met planttips.","","Vijveronderhoud","vijveronderhoud","2025-05-07T07:12:00Z","article"
"article_613531615571","Algenbestrijding in het voorjaar: preventie en natuurlijke middelen","https://vijvercentrum.nl/blogs/vijveronderhoud/algenbestrijding-in-het-voorjaar-preventie-en-natuurlijke-middelen","Algenbestrijding in het voorjaar is voor eigenaren van Japanse Koivijvers een belangrijk thema. Zodra de temperaturen stijgen en de zon krachtiger wordt, kunnen algen zich razendsnel ontwikkelen. Vooral zweefalgen en draadalgen maken gebruik van het toenemende licht en overtollige voedingsstoffen in het vijverwater. Voor wie zijn koivijver helder en gezond wil houden, is het essentieel om tijdig in te grijpen. In dit uitgebreide artikel leer je hoe je met de juiste producten en natuurlijke maatregelen algen effectief onder controle houdt, specifiek afgestemd op Koivijvers. Daarbij kijken we na","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/algenbestrijding-in-het-voorjaar-preventie-en-natuurlijke-middelen.webp?v=1772304121","Vijveronderhoud","algen/algenbestrijding/draadalgen/filterreiniging/fosfaat/helder water/Japanse koi/Koi/kristalhelder water/Nitraat/Onderhoud per Seizoen/pH/vijverfilter/voedingsstoffen/voer/zweefalgen","2025-05-06T13:44:27Z","article"
"article_613601870163","Koi Vaccineren: Heeft het Zin en Hoe Werkt Het?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-vaccineren-heeft-het-zin-en-hoe-werkt-het","Kan je koi laten vaccineren? Lees hoe vaccinatie bij koi werkt, wat nu al mogelijk is en welke preventieve maatregelen je vandaag kunt nemen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-koi-fish-being-held-gently-in-a-soft-wet-cloth-net-above-a-pond-a-veterinary-syringe-with-vaccine-lying-on-a-clean-stainless-steel-tray-on-the-pond-edge-medical-supplies-for-fish-tr.png?v=1774371305","Koi Gezondheid & Verzorging","koi gezondheid","2025-05-05T09:05:00Z","article"
